Codigo;ID_Zona;Latitud;Longitud
PH000077;6400157;10.37536831;-75.48550615
PH000144;6400159;10.28153527;-75.51349875
PH000237;6400154;10.40879062;-75.49556986
PH000629;6400158;10.37865989;-75.46828399
PH000653;6400156;10.38391955;-75.4640197
PH000716;6400157;10.3769254;-75.48294701
PH000723;6400154;10.38352876;-75.48399277
PH000909;6400156;10.4018145;-75.50230153
PH001143;6400162;10.38346907;-75.49323231
PH001173;6400153;10.37020791;-75.48325912
PH001313;6400153;10.3975186;-75.56289598
PH001316;6400153;10.39676843;-75.56357917
PH001449;6400162;10.43111834;-75.53663033
PH001495;6400161;10.39073879;-75.50928321
PH001576;6400158;10.39388369;-75.50054215
PH001593;6400156;10.39899729;-75.50048534
PH001594;6400158;10.39658755;-75.50270257
PH001633;6400162;10.3844973;-75.50266789
PH001660;6400162;10.37829634;-75.49227778
PH001739;6400157;10.37228305;-75.48597396
PH001807;6400162;10.25032665;-75.3467078
PH001850;6400153;10.25807401;-75.35198662
PH001994;6400158;10.38969997;-75.45274872
PH002076;6400153;10.37027189;-75.48312236
PH002082;6400157;10.36988656;-75.48488226
PH002188;6400156;10.35575002;-75.49106788
PH002215;6400162;10.25401895;-75.3473152
PH002516;6400161;10.37293911;-75.4756397
PH002545;6400154;10.38263552;-75.48428213
PH002743;6400161;10.40273593;-75.51464479
PH002750;6400157;10.38727491;-75.52465357
PH002751;6400157;10.40477875;-75.516937
PH002855;6400156;10.40172341;-75.50352703
PH002895;6400153;10.4158051;-75.53905717
PH003211;6400157;10.39922005;-75.52035481
PH003226;6400157;10.39061075;-75.52337706
PH003652;6400157;10.39969604;-75.47086483
PH003698;6400162;10.41134228;-75.46029512
PH003701;6400157;10.41024327;-75.46400964
PH003809;6400156;10.38870476;-75.45969479
PH003837;6400162;10.532307;-75.39439091
PH003844;6400162;10.52795122;-75.39178945
PH003857;6400156;10.60436096;-75.29096165
PH003869;6400162;10.37849415;-75.49702494
PH003871;6400153;10.41243771;-75.51776259
PH003881;6400162;10.37715381;-75.49764835
PH003888;6400153;10.4151122;-75.51419792
PH003910;6400153;10.4144728;-75.52110835
PH003936;6400158;10.49395881;-75.12005366
PH003952;6400157;10.60691621;-75.14452418
PH004052;6400154;10.38794225;-75.48552666
PH004062;6400159;10.40779012;-75.45494714
PH000108;6400159;10.28538622;-75.5190539
PH000423;6400157;10.40197277;-75.48405383
PH000540;6400159;10.40564699;-75.47185798
PH000654;6400156;10.38351814;-75.46374386
PH000724;6400154;10.39140061;-75.48370336
PH000733;6400154;10.3874078;-75.48279303
PH000742;6400156;10.39502673;-75.49297335
PH000890;6400156;10.4028274;-75.49730862
PH000906;6400158;10.3973854;-75.50329893
PH001018;6400162;10.38740409;-75.49387601
PH001319;6400153;10.39423585;-75.56200683
PH001388;6400162;10.42540243;-75.53803191
PH001466;6400158;10.43569194;-75.51563013
PH001612;6400162;10.38646188;-75.50053058
PH001613;6400162;10.38581001;-75.49897899
PH001662;6400158;10.3869075;-75.50454789
PH001668;6400158;10.38534665;-75.50575834
PH001697;6400154;10.37333941;-75.49852264
PH000034;6400161;10.37610058;-75.47618486
PH000061;6400157;10.37724641;-75.48329209
PH000075;6400157;10.37719553;-75.48562063
PH000131;6400159;10.28994567;-75.51717148
PH000275;6400159;10.40875169;-75.48941123
PH000429;6400153;10.3877922;-75.47057871
PH000535;6400159;10.40317018;-75.4724667
PH000740;6400156;10.39191443;-75.4884439
PH000933;6400162;10.3858529;-75.49140848
PH001021;6400162;10.38593948;-75.49392524
PH001027;6400162;10.38818769;-75.4902794
PH001034;6400162;10.38760247;-75.49227282
PH001191;6400154;10.38608847;-75.47949159
PH001321;6400153;10.39415538;-75.5608803
PH001389;6400159;10.42415204;-75.53709079
PH001423;6400162;10.43120326;-75.53107203
PH001433;6400162;10.43316796;-75.53195634
PH001614;6400162;10.38492715;-75.4995575
PH001708;6400157;10.37285409;-75.48457333
PH001743;6400157;10.37239076;-75.48780085
PH001745;6400157;10.37449601;-75.48710198
PH001776;6400162;10.41319489;-75.45534386
PH001777;6400162;10.41381488;-75.45565805
PH001825;6400153;10.26069356;-75.35127179
PH001998;6400158;10.38854678;-75.45339608
PH002042;6400156;10.38547575;-75.45889199
PH002092;6400153;10.36876851;-75.48183594
PH002550;6400154;10.3825279;-75.48589614
PH002656;6400153;10.41564685;-75.51998266
PH002762;6400161;10.40407091;-75.51264763
PH002770;6400159;10.40699834;-75.5132963
PH002950;6400161;10.47932593;-75.49176179
PH003022;6400161;10.44108263;-75.51703549
PH003152;6400153;10.41163737;-75.5156038
PH003288;6400161;10.39455108;-75.5125481
PH003293;6400161;10.39447019;-75.5132964
PH001620;6400162;10.3836221;-75.50486639
PH001665;6400158;10.38634241;-75.50673484
PH001829;6400158;10.24877975;-75.35446169
PH001993;6400158;10.38924148;-75.45414441
PH002040;6400156;10.38729725;-75.45733824
PH002074;6400157;10.3714624;-75.48208183
PH002084;6400153;10.3682658;-75.48286135
PH002131;6400154;10.37101609;-75.50746346
PH002485;6400161;10.377964;-75.47327458
PH002585;6400153;10.4186139;-75.51800215
PH002598;6400158;10.42351556;-75.51712134
PH002724;6400159;10.40476033;-75.51377806
PH002746;6400157;10.40564923;-75.51847567
PH002752;6400159;10.40520546;-75.5164235
PH002949;6400161;10.47375837;-75.49545072
PH002998;6400161;10.44405963;-75.51983041
PH003020;6400158;10.43434523;-75.51843793
PH003034;6400161;10.44012801;-75.51792834
PH004066;6400162;10.41341098;-75.46222776
PH004074;6400162;10.41038082;-75.45751857
PH004100;6400158;10.44703607;-75.2694257
PH004166;6400161;10.39611575;-75.15154
PH004184;6400161;10.39592437;-75.15102495
PH004189;6400161;10.39507038;-75.50888348
PH004228;6400161;10.37181702;-75.47885176
PH004242;6400158;10.38265665;-75.4733394
PH004334;6400154;10.41127481;-75.4975716
PH004345;6400156;10.40719326;-75.49684793
PH004377;6400158;10.38826642;-75.50617834
PH004417;6400156;10.40207723;-75.50292041
PH004429;6400158;10.39595208;-75.50282049
PH004435;6400153;10.25889158;-75.33733964
PH004459;6400161;10.48012726;-75.49289651
PH004460;6400161;10.47817004;-75.49226647
PH004462;6400159;10.42438509;-75.53760586
PH004496;6400158;10.39593664;-75.50028743
PH003078;6400161;10.44131573;-75.51946028
PH003225;6400157;10.39224565;-75.5235225
PH003630;6400159;10.39870232;-75.47864891
PH003704;6400162;10.40673569;-75.45652291
PH003707;6400162;10.40785674;-75.45886751
PH003822;6400161;10.37735813;-75.47515458
PH003906;6400158;10.42486792;-75.5158554
PH003923;6400158;10.49515596;-75.11991709
PH003976;6400161;10.36967483;-75.47560718
PH004000;6400157;10.38713657;-75.52256868
PH004037;6400157;10.37788134;-75.48687107
PH004111;6400154;10.44670764;-75.27824235
PH004137;6400158;10.37580608;-75.46563305
PH004162;6400161;10.39527486;-75.14663004
PH004165;6400161;10.39141251;-75.13772026
PH004171;6400161;10.39571821;-75.14804859
PH004235;6400161;10.37242571;-75.48097413
PH004247;6400161;10.37105856;-75.47809655
PH003653;6400157;10.40003173;-75.47160911
PH003876;6400159;10.40137246;-75.47875028
PH003941;6400158;10.49393652;-75.12192573
PH003963;6400159;10.40646607;-75.51207987
PH004004;6400157;10.3948646;-75.51756296
PH004039;6400161;10.37696167;-75.4760246
PH004065;6400159;10.40941739;-75.45306227
PH004123;6400154;10.44769205;-75.27608499
PH004176;6400154;10.36974378;-75.50743728
PH004217;6400161;10.4012097;-75.51310346
PH004227;6400161;10.37274787;-75.47998435
PH004405;6400158;10.24933424;-75.35487022
PH004407;6400162;10.25072787;-75.3435043
PH004411;6400153;10.25515839;-75.3553489
PH004472;6400162;10.42956505;-75.53439951
PH004475;6400159;10.40807206;-75.48525622
PH004488;6400159;10.40748174;-75.48239102
PH004527;6400154;10.3305957;-75.40037153
PH004562;6400153;10.33593346;-75.41259885
PH004591;6400157;10.40971328;-75.46405759
PH004626;6400161;9.95074076;-75.0796875
PH004642;6400154;9.95981658;-75.08019109
PH004711;6400154;10.40459017;-75.49202814
PH004712;6400157;10.40411767;-75.49070913
PH004723;6400154;10.40441429;-75.49210625
PH004731;6400157;10.40222753;-75.48851016
PH004732;6400157;10.39952861;-75.49273838
PH004760;6400157;10.14216799;-75.27339712
PH004786;6400161;10.32889339;-75.41139241
PH004808;6400161;10.33490096;-75.41322643
PH004811;6400156;10.38541692;-75.46026961
PH004829;6400162;10.38753011;-75.49307251
PH004832;6400162;10.38570333;-75.49080151
PH004863;6400156;10.56610642;-75.32612637
PH004887;6400153;10.41794368;-75.52118838
PH004890;6400157;10.39593305;-75.48768614
PH004337;6400158;10.42824582;-75.51945221
PH004399;6400153;10.26322721;-75.35477345
PH004428;6400156;10.40527631;-75.50084354
PH004438;6400162;10.26145408;-75.33477478
PH004458;6400161;10.44570113;-75.51924579
PH004484;6400159;10.40541494;-75.47763628
PH004501;6400158;10.39162749;-75.50172133
PH004505;6400158;10.39158276;-75.50105839
PH004529;6400153;10.33700599;-75.40913178
PH004547;6400153;10.33419551;-75.41042199
PH004571;6400159;10.40518927;-75.47364752
PH004641;6400154;9.957267812;-75.08250128
PH004645;6400154;9.96069941;-75.07957585
PH004687;6400158;10.42621458;-75.5201228
PH004706;6400156;10.38399863;-75.45130727
PH004717;6400157;10.40078128;-75.48973545
PH004733;6400157;10.40264357;-75.49226218
PH004752;6400157;10.1451492;-75.27736276
PH004538;6400154;10.333211;-75.40312987
PH004671;6400159;10.40522339;-75.4783053
PH004702;6400156;10.38426343;-75.45612632
PH004710;6400157;10.40183362;-75.49246151
PH004880;6400156;10.57080245;-75.32591044
PH004881;6400156;10.56533263;-75.32473307
PH004891;6400157;10.39584675;-75.48977962
PH004915;6400161;10.37703897;-75.47698461
PH004921;6400153;10.53389865;-75.39921785
PH004931;6400153;10.38285336;-75.46451323
PH004993;6400158;10.37930131;-75.46516836
PH005011;6400159;10.40648272;-75.47195266
PH005055;6400157;10.39175226;-75.51933528
PH005068;6400162;10.40538846;-75.45696546
PH005086;6400154;10.38259359;-75.47988697
PH005110;6400162;10.37812347;-75.49136173
PH005111;6400162;10.37732945;-75.48965711
PH005114;6400162;10.37912681;-75.49249016
PH004912;6400158;10.38193688;-75.47117382
PH004923;6400162;10.5373317;-75.39448142
PH004935;6400153;10.41049703;-75.51482745
PH004944;6400162;10.53751527;-75.39658445
PH004947;6400162;10.5382801;-75.39514477
PH004960;6400154;10.37337085;-75.50019401
PH005012;6400159;10.40371295;-75.4715614
PH005043;6400157;10.40133094;-75.51766008
PH005063;6400162;10.40772168;-75.45977271
PH005067;6400162;10.40780761;-75.45987837
PH005088;6400154;10.379706;-75.48013842
PH005140;6400158;10.49466015;-75.12321275
PH005158;6400154;10.35697764;-75.50217433
PH005190;6400159;10.40748972;-75.50977919
PH005202;6400153;10.3667209;-75.47563375
PH005212;6400158;10.37219976;-75.4693801
PH005249;6400161;10.40022007;-75.15668817
PH005269;6400153;10.44452782;-75.36681913
PH005145;6400162;10.40831359;-75.45766079
PH005170;6400159;10.28108416;-75.51481472
PH005223;6400159;10.29011786;-75.51787705
PH005234;6400161;10.39576758;-75.50941674
PH005261;6400161;10.40093449;-75.14581073
PH005273;6400158;10.38219411;-75.46820628
PH005395;6400153;10.25811148;-75.34779817
PH005449;6400159;10.40845084;-75.47401146
PH005476;6400154;10.33369952;-75.40142506
PH005513;6400158;10.27842565;-75.44509806
PH005545;6400161;9.945255295;-75.08711603
PH005564;6400161;9.94474937;-75.0870996
PH005566;6400161;9.942459158;-75.08976638
PH005577;6400161;9.948238652;-75.0769937
PH005596;6400157;10.16325997;-75.29960901
PH005639;6400159;9.9814486;-75.30106203
PH005659;6400158;10.43804437;-75.51964594
PH004844;6400156;10.38712595;-75.45603411
PH004861;6400157;10.40293958;-75.48537481
PH004884;6400156;10.56793815;-75.32280988
PH004922;6400161;10.37765321;-75.47382782
PH004953;6400158;10.37675011;-75.47251667
PH004959;6400154;10.37014336;-75.49698597
PH004987;6400158;10.37772283;-75.46822116
PH004997;6400162;10.3810462;-75.49485485
PH005018;6400157;10.4040809;-75.46415995
PH005076;6400154;10.38468465;-75.48348836
PH005116;6400157;10.61450411;-75.14016782
PH005156;6400159;10.41977866;-75.44862328
PH005207;6400158;10.37183138;-75.47183465
PH005251;6400161;10.40118307;-75.14948994
PH005256;6400161;10.40004804;-75.15778015
PH005278;6400161;10.37306317;-75.47692347
PH005289;6400154;10.38675503;-75.4778257
PH005303;6400153;10.44282873;-75.37182766
PH005286;6400154;10.38206183;-75.47680035
PH005301;6400153;10.44291772;-75.37183177
PH005376;6400153;10.410938;-75.53595856
PH005377;6400153;10.41646731;-75.53618521
PH005389;6400153;10.26382318;-75.34624994
PH005412;6400156;10.41067805;-75.50011987
PH005432;6400153;10.26016367;-75.35193106
PH005435;6400158;10.43422004;-75.51544944
PH005503;6400158;10.26976057;-75.44117853
PH005523;6400161;10.47506105;-75.49512305
PH005534;6400159;10.40733628;-75.47385068
PH005567;6400161;9.945152261;-75.08676298
PH005585;6400161;9.95472156;-75.0838776
PH005635;6400158;10.38611903;-75.50366873
PH005655;6400161;10.44012633;-75.51737382
PH005747;6400157;10.40281838;-75.48424593
PH005749;6400156;10.38315057;-75.46324726
PH005366;6400158;10.39411754;-75.50732471
PH005402;6400156;10.41232627;-75.50145496
PH005417;6400162;10.25515267;-75.3423195
PH005420;6400153;10.25602996;-75.35359809
PH005429;6400153;10.25260574;-75.35306212
PH005458;6400156;10.39405297;-75.49410409
PH005473;6400154;10.33050354;-75.40336953
PH005486;6400158;10.27120829;-75.44261098
PH005588;6400161;9.95316616;-75.08267982
PH005593;6400161;9.94948233;-75.07877701
PH005598;6400157;10.13383247;-75.24293929
PH005642;6400159;9.9782942;-75.30064193
PH005649;6400159;9.987749866;-75.30465692
PH005671;6400162;10.38275771;-75.48931202
PH005678;6400158;10.43915223;-75.51496466
PH005699;6400161;10.32677661;-75.42523384
PH005712;6400161;10.3287142;-75.4223496
PH005731;6400158;10.43528722;-75.51721429
PH005693;6400161;10.33071309;-75.41391364
PH005704;6400161;10.32638357;-75.42525136
PH005709;6400161;10.32800926;-75.42395495
PH005716;6400161;10.32984277;-75.41557813
PH005762;6400156;10.56895798;-75.32602439
PH005779;6400162;10.38241537;-75.49293637
PH005802;6400157;10.37167626;-75.4881442
PH005811;6400157;10.37320504;-75.48723873
PH005830;6400157;10.60676442;-75.14199715
PH005851;6400157;10.4086377;-75.46483229
PH005874;6400157;10.37199917;-75.48606716
PH005906;6400156;10.35477614;-75.49164162
PH005909;6400161;10.4012595;-75.51349011
PH005979;6400156;10.41117721;-75.50022939
PH006041;6400161;9.9475698;-75.08425976
PH006093;6400158;10.2687554;-75.44339674
PH006097;6400161;10.32893549;-75.4118878
PH006122;6400159;9.97974452;-75.29950271
PH005750;6400157;10.4042173;-75.48603904
PH005766;6400156;10.57034941;-75.32748851
PH005809;6400159;10.42291381;-75.53358734
PH005810;6400157;10.37511747;-75.48770227
PH005823;6400153;10.40975535;-75.51458228
PH005828;6400157;10.60979008;-75.14322509
PH005871;6400162;10.37753419;-75.49064861
PH005885;6400154;10.38664028;-75.48075931
PH005915;6400154;10.43943922;-75.37758412
PH005927;6400161;10.37832849;-75.4813647
PH006011;6400153;10.25481706;-75.35386078
PH006027;6400159;10.40827817;-75.47886103
PH006049;6400161;9.95153951;-75.0873468
PH006055;6400162;10.43219084;-75.52810621
PH006059;6400154;9.96018652;-75.08137733
PH006065;6400154;9.96253447;-75.07957048
PH006084;6400161;10.47299439;-75.4961996
PH005746;6400159;10.40028392;-75.48011616
PH005786;6400158;10.37999739;-75.47071335
PH005787;6400161;10.37542721;-75.47484315
PH005808;6400154;10.37024368;-75.50131975
PH005849;6400159;10.4063827;-75.4714934
PH005881;6400157;10.39057631;-75.52414055
PH005899;6400154;10.38732687;-75.47679137
PH005953;6400156;10.39909578;-75.49684827
PH005978;6400154;10.40811692;-75.49363732
PH006019;6400156;10.39618034;-75.49766521
PH006054;6400161;9.94954237;-75.08497636
PH006102;6400158;10.27786788;-75.44396281
PH006212;6400156;10.38603252;-75.46362588
PH006230;6400156;10.38519245;-75.46389215
PH006250;6400156;10.73615809;-75.26396242
PH006258;6400156;10.7307679;-75.26412304
PH006266;6400158;10.52618598;-75.07207184
PH006316;6400157;10.61069381;-75.14320973
PH006139;6400158;10.43892682;-75.51845312
PH006149;6400157;10.13596965;-75.22845412
PH006188;6400162;10.53796686;-75.3949146
PH006191;6400162;10.5386626;-75.39193891
PH006262;6400158;10.5258826;-75.07109442
PH006302;6400157;10.3901989;-75.5193062
PH006334;6400158;10.37101457;-75.47397959
PH006371;6400153;10.44450961;-75.36304298
PH006403;6400161;10.39210326;-75.50951454
PH006437;6400156;10.39851196;-75.49740581
PH006442;6400153;10.26150984;-75.3548613
PH006632;6400153;10.36886945;-75.47937792
PH006674;6400156;10.40918765;-75.49801704
PH006716;6400154;10.32637169;-75.40597501
PH006717;6400154;10.3306337;-75.40587809
PH006839;6400161;10.39893881;-75.5069632
PH006854;6400159;10.40832665;-75.45520429
PH006997;6400156;10.39454702;-75.49082067
PH006088;6400161;10.47406721;-75.49592123
PH006103;6400158;10.2769094;-75.44254609
PH006111;6400157;10.40352156;-75.48848239
PH006120;6400159;9.96554256;-75.28751474
PH006168;6400157;10.14294557;-75.22684974
PH006213;6400158;10.37098592;-75.46204929
PH006238;6400162;10.37923756;-75.50134297
PH006270;6400158;10.53281674;-75.07285578
PH006292;6400153;10.36672646;-75.48259741
PH006301;6400157;10.38784453;-75.52193349
PH006319;6400154;10.3889919;-75.48755006
PH006366;6400157;10.39980856;-75.51715936
PH006490;6400158;10.38563305;-75.50698994
PH006699;6400161;9.94799209;-75.08505013
PH006701;6400154;9.96451881;-75.07834179
PH006705;6400154;9.95487941;-75.07904004
PH006741;6400161;10.32929017;-75.42523499
PH006755;6400156;10.38648909;-75.45535533
PH006425;6400153;10.25872137;-75.34463556
PH006456;6400161;10.49054092;-75.47591496
PH006458;6400161;10.48547843;-75.49072286
PH006545;6400162;10.53551315;-75.39653834
PH006575;6400158;10.53069072;-75.07175678
PH006587;6400154;10.38343274;-75.47870241
PH006612;6400153;10.4461967;-75.36941442
PH006665;6400153;10.26379929;-75.3533537
PH006691;6400159;10.41180187;-75.48484248
PH006744;6400159;9.97786751;-75.29622136
PH006746;6400156;10.23145491;-75.18496025
PH006749;6400156;10.23476845;-75.18533879
PH006754;6400158;10.39539012;-75.46100395
PH006769;6400162;10.37524174;-75.49266965
PH006798;6400162;10.38139867;-75.49960524
PH006808;6400157;10.4069834;-75.46419409
PH006836;6400157;10.40249051;-75.46513684
PH006857;6400161;10.37358095;-75.47323275
PH007023;6400161;10.39248354;-75.51411549
PH007024;6400161;10.39220984;-75.51460827
PH007231;6400161;10.3977068;-75.50637257
PH007291;6400156;10.39487264;-75.49245793
PH007449;6400159;10.40927536;-75.48933942
PH007555;6400158;10.26810494;-75.44353799
PH007588;6400154;10.37074231;-75.50275378
PH007611;6400156;10.35699888;-75.48938305
PH007684;6400162;10.25610944;-75.34024145
PH007801;6400161;10.39677858;-75.51263273
PH007809;6400154;10.37373665;-75.49744361
PH007812;6400161;10.39277657;-75.13333654
PH007943;6400153;10.36799444;-75.4740019
PH007949;6400156;10.41264535;-75.5031857
PH008082;6400157;10.61251009;-75.14090247
PH008083;6400157;10.40123941;-75.4698162
PH008126;6400158;10.42777422;-75.51520137
PH008131;6400156;10.60113986;-75.29237637
PH006815;6400157;10.61186302;-75.14453505
PH006825;6400162;10.38530891;-75.48969288
PH006851;6400161;10.39196674;-75.51102045
PH006859;6400161;10.37190974;-75.47706503
PH006871;6400161;10.39296609;-75.15176229
PH007028;6400153;10.3623641;-75.47578335
PH007049;6400161;10.3954628;-75.13058294
PH007149;6400156;10.23374139;-75.18783996
PH007220;6400159;10.4078619;-75.45321306
PH007221;6400156;10.35645434;-75.49255053
PH007226;6400157;10.37269023;-75.48861282
PH007228;6400158;10.39837057;-75.50340691
PH007332;6400159;9.98214511;-75.30377633
PH007395;6400161;10.39217422;-75.13350458
PH007457;6400156;10.3916534;-75.49405091
PH007497;6400161;10.33183821;-75.41422914
PH007557;6400162;10.42869908;-75.53501758
PH007571;6400159;9.98514083;-75.30507838
PH006915;6400153;10.41122411;-75.53759922
PH006956;6400159;9.9743017;-75.29582185
PH006984;6400162;10.37536874;-75.49636244
PH007044;6400161;10.39104353;-75.13536253
PH007105;6400161;10.48427538;-75.49104187
PH007151;6400156;10.23062146;-75.18846382
PH007277;6400162;10.24814146;-75.34011131
PH007283;6400154;10.40919315;-75.4917924
PH007348;6400156;10.38482263;-75.45815606
PH007350;6400162;10.43629578;-75.52110281
PH007421;6400156;10.41272699;-75.50362849
PH007480;6400157;10.1424581;-75.22473246
PH007485;6400159;9.97459845;-75.29466346
PH007579;6400156;10.73698078;-75.26296032
PH007617;6400156;10.40008124;-75.49826514
PH007673;6400161;10.39451757;-75.13263977
PH007693;6400159;10.40865753;-75.47854037
PH008133;6400162;10.40587674;-75.45798627
PH008191;6400162;10.40636507;-75.45745871
PH008269;6400154;10.33148562;-75.40647626
PH008322;6400158;10.39285566;-75.50176926
PH008344;6400156;10.73195995;-75.26387001
PH008345;6400156;10.57155972;-75.32782735
PH008443;6400159;10.411929;-75.45521755
PH008495;6400157;10.57464669;-75.2142439
PH008497;6400157;10.57040843;-75.2125484
PH008527;6400161;10.33305881;-75.41414234
PH008538;6400161;10.38986185;-75.51192006
PH008552;6400159;9.9753089;-75.29404104
PH008599;6400157;10.41492143;-75.46356607
PH008607;6400157;10.57522529;-75.21196991
PH008640;6400162;10.43109537;-75.5339225
PH008708;6400157;10.14654425;-75.27725246
PH008816;6400156;10.35302978;-75.48848177
PH008874;6400156;10.60181711;-75.28998658
PH007584;6400154;10.36992715;-75.50001635
PH007643;6400158;10.43894329;-75.51663727
PH007661;6400158;10.44788721;-75.2756719
PH007811;6400161;10.39397915;-75.13167456
PH007847;6400161;10.48954135;-75.47660295
PH007862;6400158;10.27311192;-75.44204131
PH007979;6400156;10.33466379;-75.48168231
PH008069;6400153;10.33260223;-75.4087837
PH008102;6400153;10.414911;-75.51399339
PH008110;6400159;10.40970662;-75.4890839
PH008154;6400157;10.61736435;-75.13942815
PH008169;6400157;10.40134346;-75.46988334
PH008217;6400156;10.22788625;-75.19470815
PH008255;6400162;10.25240918;-75.34842234
PH008264;6400162;10.38006335;-75.49132325
PH008318;6400158;10.39370375;-75.50055097
PH008331;6400157;10.37610646;-75.48705979
PH008396;6400154;10.41047782;-75.49529726
PH007737;6400162;10.37531502;-75.49691834
PH007750;6400161;10.39345608;-75.15188429
PH007839;6400162;10.43409258;-75.52817214
PH007868;6400162;10.43887184;-75.52017081
PH007934;6400162;10.37756519;-75.49199983
PH007940;6400161;10.37514087;-75.48077352
PH007953;6400159;10.40395302;-75.48105776
PH007957;6400161;10.48969558;-75.47589788
PH007964;6400157;10.1638497;-75.2981814
PH008001;6400154;10.3811242;-75.48300702
PH008045;6400159;9.98090342;-75.29940244
PH008050;6400159;10.28234949;-75.5126874
PH008067;6400154;10.41134624;-75.49801624
PH008098;6400159;10.42167535;-75.53161461
PH008105;6400153;10.40870653;-75.53565413
PH008153;6400157;10.40000485;-75.48435226
PH008182;6400153;10.534521;-75.399872
PH008885;6400154;10.43932617;-75.285842
PH008915;6400161;10.32663075;-75.42710291
PH008919;6400153;10.25537541;-75.35396859
PH008987;6400161;10.48604961;-75.4905617
PH009050;6400158;10.39546598;-75.50079413
PH009062;6400157;10.60770715;-75.14443617
PH009066;6400161;10.37616439;-75.47744877
PH009077;6400157;10.3775623;-75.48789748
PH009093;6400156;10.39963237;-75.49667223
PH009125;6400161;10.37227727;-75.47638301
PH009196;6400161;10.37457446;-75.47923433
PH009221;6400158;10.49453064;-75.12132887
PH009246;6400153;10.36707118;-75.47351695
PH009253;6400161;10.39646191;-75.14803006
PH009259;6400159;9.98554531;-75.30185931
PH009267;6400162;10.38161175;-75.49251063
PH009271;6400156;10.35576883;-75.49118344
PH009303;6400156;10.40229175;-75.50225095
PH008397;6400154;10.41292093;-75.49774162
PH008421;6400159;10.40416205;-75.47379178
PH008422;6400159;10.40965502;-75.47169916
PH008425;6400156;10.2276073;-75.19742024
PH008453;6400157;9.98132305;-75.26912366
PH008473;6400157;10.14256404;-75.27514592
PH008486;6400162;10.43414384;-75.52257189
PH008507;6400162;10.43739628;-75.51959931
PH008573;6400161;10.32992027;-75.41690718
PH008631;6400153;10.44918785;-75.36856978
PH008648;6400162;10.41787115;-75.45791045
PH008661;6400158;10.37502447;-75.46555862
PH008764;6400153;10.36924596;-75.4822065
PH008828;6400162;10.37790178;-75.49645898
PH008848;6400153;10.336846;-75.41207171
PH008881;6400162;10.38235221;-75.49338138
PH008914;6400161;10.48934598;-75.47514822
PH008964;6400154;10.40417419;-75.49250851
PH008194;6400153;10.54273974;-75.4392558
PH008235;6400153;10.39586356;-75.4750521
PH008296;6400156;10.74876393;-75.26224301
PH008300;6400157;10.16434901;-75.29830512
PH008341;6400157;10.3722342;-75.49025674
PH008392;6400154;10.41210797;-75.49723316
PH008409;6400162;10.41063891;-75.4596192
PH008475;6400161;10.47890621;-75.49358387
PH008482;6400159;10.4109218;-75.47159319
PH008560;6400154;10.32376198;-75.41178804
PH008567;6400161;10.3904607;-75.51171607
PH008578;6400159;10.40822211;-75.47292899
PH008591;6400158;10.38270363;-75.47186214
PH008592;6400157;10.37782809;-75.48283351
PH008625;6400161;10.33036548;-75.42097595
PH008645;6400157;10.39974658;-75.48674535
PH008664;6400161;10.39699954;-75.15288848
PH009154;6400156;10.73591531;-75.26235262
PH009170;6400158;10.28110227;-75.43968572
PH009207;6400162;10.53319905;-75.39682743
PH009218;6400159;10.40810028;-75.47045063
PH009340;6400161;10.3739539;-75.47576714
PH009362;6400153;10.33777389;-75.41064716
PH009378;6400161;10.39082366;-75.13372076
PH009392;6400156;10.4124559;-75.49996575
PH009560;6400161;10.40115547;-75.16497096
PH009593;6400157;10.37884637;-75.48521263
PH009598;6400161;10.40003507;-75.14767628
PH009654;6400157;10.605662;-75.1397445
PH009715;6400157;10.60617301;-75.14002604
PH009760;6400162;10.37431388;-75.49196867
PH009795;6400161;10.33149889;-75.42186425
PH009807;6400154;10.37399188;-75.50033815
PH009826;6400156;10.39237771;-75.49646965
PH009846;6400159;10.41131953;-75.48434917
PH009336;6400153;10.36211776;-75.47905301
PH009370;6400158;10.27384054;-75.44698491
PH009419;6400158;10.389759;-75.45361911
PH009460;6400157;10.61557546;-75.14000469
PH009511;6400157;10.37817399;-75.48682351
PH009528;6400156;10.38422294;-75.46134042
PH009533;6400157;10.61278377;-75.14075954
PH009615;6400159;10.40878435;-75.48271067
PH009650;6400157;10.40344274;-75.46373276
PH009692;6400157;10.37502447;-75.4905558
PH009711;6400154;10.44672489;-75.28022821
PH009724;6400158;10.39674176;-75.50071949
PH009729;6400157;10.37508665;-75.48936778
PH009737;6400158;10.49538744;-75.11880302
PH009739;6400157;10.61031902;-75.14281353
PH009743;6400156;10.34551538;-75.49279545
PH009776;6400154;10.40918093;-75.49304374
PH008666;6400158;10.38828563;-75.50530624
PH008696;6400156;10.56463107;-75.32259311
PH008720;6400158;10.3798066;-75.46439899
PH008745;6400153;10.5303891;-75.40239092
PH008796;6400157;10.14617495;-75.27840681
PH008886;6400158;10.44745077;-75.27499087
PH008986;6400156;10.35281525;-75.48857177
PH009010;6400161;10.39496412;-75.15266576
PH009045;6400159;10.40428783;-75.47694304
PH009076;6400157;10.37341198;-75.49093113
PH009102;6400158;10.27099082;-75.44136449
PH009213;6400154;10.41399247;-75.4939101
PH009234;6400158;10.39705459;-75.50551324
PH009268;6400159;10.28677965;-75.51395682
PH009337;6400162;10.37454044;-75.49156265
